3/3/2022  2:04 PM
Units: Ncm
Readings: Continuous
X-Axis: Time

Reading	Load	Time	
1	-0.015	0.000	
2	-0.015	0.099	
3	-0.015	0.132	
4	-0.015	0.165	
5	-0.015	0.198	
6	-0.015	0.231	
7	-0.015	0.264	
8	-0.015	0.297	
9	-0.015	0.330	
10	-0.015	0.363	
11	-0.015	0.396	
12	-0.015	0.429	
13	-0.015	0.462	
14	-0.015	0.495	
15	-0.015	0.528	
16	-0.015	0.561	
17	-0.015	0.595	
18	-0.015	0.627	
19	-0.015	0.660	
20	-0.015	0.693	
21	-0.015	0.726	
22	-0.015	0.759	
23	-0.015	0.792	
24	-0.015	0.825	
25	-0.015	0.858	
26	-0.015	0.891	
27	-0.015	0.924	
28	-0.015	0.957	
29	-0.015	0.990	
30	-0.015	1.023	
31	-0.015	1.056	
32	-0.015	1.089	
33	-0.015	1.122	
34	-0.015	1.155	
35	-0.015	1.188	
36	-0.015	1.221	
37	-0.015	1.254	
38	-0.015	1.287	
39	-0.015	1.320	
40	-0.015	1.353	
41	-0.015	1.387	
42	-0.015	1.419	
43	-0.015	1.452	
44	-0.015	1.485	
45	-0.015	1.518	
46	-0.015	1.551	
47	-0.015	1.584	
48	-0.015	1.617	
49	-0.015	1.650	
50	-0.015	1.683	
51	-0.015	1.716	
52	-0.015	1.749	
53	-0.015	1.782	
54	-0.015	1.815	
55	-0.015	1.848	
56	-0.015	1.881	
57	-0.015	1.914	
58	-0.015	1.947	
59	-0.015	1.980	
60	-0.015	2.013	
61	-0.010	2.046	
62	-0.005	2.079	
63	-0.005	2.112	
64	-0.005	2.145	
65	0.000	2.178	
66	-0.005	2.211	
67	-0.015	2.244	
68	-0.030	2.277	
69	-0.055	2.310	
70	-0.090	2.343	
71	-0.240	2.376	
72	-0.140	2.442	
73	-0.120	2.475	
74	-0.030	2.508	
75	-0.090	2.541	
76	-0.080	2.574	
77	-0.070	2.607	
78	-0.060	2.640	
79	-0.055	2.673	
80	-0.055	2.706	
81	-0.055	2.739	
82	-0.055	2.772	
83	-0.055	2.805	
84	-0.060	2.838	
85	-0.070	2.871	
86	-0.085	2.904	
87	-0.100	2.937	
88	-0.110	2.970	
89	-0.120	3.003	
90	-0.120	3.036	
91	-0.130	3.069	
92	-0.135	3.102	
93	-0.140	3.135	
94	-0.145	3.168	
95	-0.155	3.201	
96	-0.150	3.234	
97	-0.140	3.267	
98	-0.140	3.300	
99	-0.145	3.333	
100	-0.160	3.366	
101	-0.155	3.399	
102	-0.165	3.432	
103	-0.165	3.465	
104	-0.175	3.498	
105	-0.170	3.531	
106	-0.170	3.564	
107	-0.190	3.597	
108	-0.195	3.630	
109	-0.210	3.663	
110	-0.195	3.696	
111	-0.205	3.729	
112	-0.225	3.762	
113	-0.160	3.795	
114	-0.235	3.828	
115	-0.310	3.861	
116	-0.245	3.894	
117	-0.260	3.927	
118	-0.265	3.960	
119	-0.255	3.993	
120	-0.255	4.026	
121	-0.275	4.059	
122	-0.260	4.092	
123	-0.250	4.125	
124	-0.260	4.158	
125	-0.255	4.191	
126	-0.265	4.224	
127	-0.260	4.257	
128	-0.270	4.290	
129	-0.280	4.323	
130	-0.285	4.356	
131	-0.270	4.389	
132	-0.250	4.422	
133	-0.255	4.455	
134	-0.260	4.488	
135	-0.260	4.521	
136	-0.260	4.554	
137	-0.260	4.587	
138	-0.270	4.620	
139	-0.265	4.653	
140	-0.250	4.686	
141	-0.245	4.719	
142	-0.260	4.752	
143	-0.265	4.785	
144	-0.260	4.818	
145	-0.250	4.851	
146	-0.255	4.884	
147	-0.265	4.917	
148	-0.250	4.950	
149	-0.245	4.983	
150	-0.260	5.016	
151	-0.260	5.049	
152	-0.265	5.082	
153	-0.250	5.115	
154	-0.260	5.148	
155	-0.255	5.181	
156	-0.240	5.214	
157	-0.205	5.247	
158	-0.090	5.280	
159	-0.180	5.313	
160	-0.170	5.346	
161	-0.155	5.379	
162	-0.145	5.412	
163	-0.140	5.445	
164	-0.150	5.478	
165	-0.135	5.511	
166	-0.130	5.544	
167	-0.130	5.578	
168	-0.130	5.610	
169	-0.135	5.643	
170	-0.125	5.676	
171	-0.130	5.709	
172	-0.130	5.742	
173	-0.145	5.775	
174	-0.135	5.808	
175	-0.125	5.841	
176	-0.145	5.875	
177	-0.145	5.907	
178	-0.145	5.940	
179	-0.135	5.973	
180	-0.140	6.006	
181	-0.155	6.039	
182	-0.145	6.072	
183	-0.140	6.105	
184	-0.145	6.138	
185	-0.160	6.171	
186	-0.165	6.204	
187	-0.070	6.237	
188	-0.150	6.270	
189	-0.155	6.303	
190	-0.180	6.336	
191	-0.165	6.369	
192	-0.160	6.402	
193	-0.185	6.435	
194	-0.195	6.468	
195	-0.215	6.501	
196	-0.190	6.534	
197	-0.220	6.569	
198	-0.325	6.600	
199	-0.215	6.666	
200	-0.200	6.699	
201	-0.220	6.732	
202	-0.220	6.765	
203	-0.220	6.798	
204	-0.210	6.831	
205	-0.215	6.864	
206	-0.230	6.897	
207	-0.220	6.930	
208	-0.215	6.964	
209	-0.220	6.996	
210	-0.230	7.029	
211	-0.245	7.062	
212	-0.235	7.095	
213	-0.240	7.129	
214	-0.325	7.161	
215	-0.265	7.194	
216	-0.240	7.227	
217	-0.225	7.260	
218	-0.245	7.293	
219	-0.245	7.326	
220	-0.250	7.359	
221	-0.235	7.392	
222	-0.240	7.425	
223	-0.360	7.458	
224	-0.270	7.491	
225	-0.260	7.525	
226	-0.255	7.557	
227	-0.280	7.623	
228	-0.275	7.656	
229	-0.260	7.689	
230	-0.260	7.722	
231	-0.275	7.755	
232	-0.260	7.788	
233	-0.245	7.821	
234	-0.250	7.854	
235	-0.260	7.887	
236	-0.265	7.920	
237	-0.250	7.953	
238	-0.245	7.986	
239	-0.240	8.019	
240	-0.245	8.052	
241	-0.110	8.086	
242	-0.205	8.118	
243	-0.200	8.151	
244	-0.195	8.184	
245	-0.190	8.217	
246	-0.170	8.250	
247	-0.165	8.283	
248	-0.165	8.316	
249	-0.155	8.349	
250	-0.150	8.382	
251	-0.145	8.415	
252	-0.150	8.448	
253	-0.160	8.481	
254	-0.155	8.514	
255	-0.150	8.548	
256	-0.150	8.580	
257	-0.155	8.614	
258	-0.150	8.646	
259	-0.140	8.681	
260	-0.145	8.712	
261	-0.150	8.778	
262	-0.140	8.811	
263	-0.145	8.844	
264	-0.155	8.877	
265	-0.155	8.910	
266	-0.145	8.943	
267	-0.135	8.977	
268	-0.150	9.009	
269	-0.150	9.075	
270	-0.155	9.108	
271	-0.155	9.141	
272	-0.260	9.174	
273	-0.170	9.207	
274	-0.170	9.240	
275	-0.180	9.273	
276	-0.215	9.306	
277	-0.260	9.339	
278	-0.235	9.372	
279	-0.240	9.405	
280	-0.260	9.438	
281	-0.285	9.471	
282	-0.250	9.504	
283	-0.145	9.537	
284	-0.255	9.570	
285	-0.255	9.603	
286	-0.140	9.637	
287	-0.215	9.669	
288	-0.305	9.736	
289	-0.225	9.768	
290	-0.190	9.834	
291	-0.205	9.867	
292	-0.210	9.900	
293	-0.200	9.933	
294	-0.185	9.966	
295	-0.180	9.999	
296	-0.210	10.032	
297	-0.205	10.065	
298	-0.205	10.131	
299	-0.210	10.164	
300	-0.225	10.197	
301	-0.210	10.230	
302	-0.225	10.264	
303	-0.305	10.296	
304	-0.235	10.362	
305	-0.230	10.395	
306	-0.240	10.428	
307	-0.255	10.461	
308	-0.265	10.494	
309	-0.260	10.527	
310	-0.265	10.560	
311	-0.275	10.593	
312	-0.250	10.659	
313	-0.340	10.692	
314	-0.260	10.758	
315	-0.135	10.791	
316	-0.235	10.857	
317	-0.240	10.890	
318	-0.205	10.956	
319	-0.295	10.989	
320	-0.085	11.056	
321	-0.065	11.088	
322	-0.175	11.154	
323	-0.170	11.187	
324	-0.150	11.253	
325	-0.150	11.286	
326	-0.155	11.352	
327	-0.145	11.385	
328	-0.165	11.451	
329	-0.155	11.484	
330	-0.150	11.550	
331	-0.160	11.583	
332	-0.160	11.649	
333	-0.165	11.682	
334	-0.185	11.748	
335	-0.170	11.781	
336	-0.175	11.847	
337	-0.185	11.880	
338	-0.175	11.946	
339	-0.180	11.979	
340	-0.205	12.045	
341	-0.195	12.078	
342	-0.240	12.144	
343	-0.400	12.177	
344	-0.270	12.243	
345	-0.285	12.276	
346	-0.295	12.343	
347	-0.270	12.375	
348	-0.285	12.441	
349	-0.300	12.474	
350	-0.280	12.540	
351	-0.280	12.573	
352	-0.245	12.639	
353	-0.225	12.672	
354	-0.240	12.738	
355	-0.155	12.771	
356	-0.220	12.837	
357	-0.235	12.870	
358	-0.210	12.936	
359	-0.195	12.969	
360	-0.205	13.035	
361	-0.110	13.068	
362	-0.215	13.134	
363	-0.230	13.167	
364	-0.215	13.233	
365	-0.230	13.266	
366	-0.250	13.332	
367	-0.240	13.365	
