2/17/2022  11:37 AM
Units: Ncm
Readings: Continuous
X-Axis: Time

Reading	Load	Time	
1	0.005	0.000	
2	0.005	0.099	
3	0.005	0.132	
4	0.005	0.165	
5	0.005	0.198	
6	0.005	0.234	
7	0.005	0.265	
8	0.005	0.297	
9	0.005	0.330	
10	0.005	0.363	
11	0.005	0.396	
12	0.005	0.430	
13	0.005	0.463	
14	0.005	0.496	
15	0.005	0.528	
16	0.005	0.561	
17	0.005	0.594	
18	0.005	0.628	
19	0.005	0.660	
20	0.005	0.693	
21	0.005	0.726	
22	0.005	0.759	
23	0.005	0.792	
24	0.005	0.825	
25	0.005	0.858	
26	0.005	0.892	
27	0.005	0.924	
28	0.005	0.957	
29	0.005	0.990	
30	0.005	1.023	
31	0.005	1.056	
32	0.005	1.089	
33	0.005	1.122	
34	0.005	1.155	
35	0.005	1.189	
36	0.005	1.221	
37	0.005	1.254	
38	0.005	1.287	
39	0.005	1.320	
40	0.005	1.353	
41	0.005	1.386	
42	0.005	1.419	
43	0.005	1.452	
44	0.005	1.485	
45	0.005	1.518	
46	0.005	1.551	
47	0.005	1.585	
48	0.005	1.618	
49	0.005	1.650	
50	0.005	1.683	
51	0.005	1.716	
52	0.005	1.749	
53	0.005	1.782	
54	0.005	1.815	
55	0.005	1.848	
56	0.005	1.881	
57	0.005	1.914	
58	0.005	1.947	
59	0.005	1.981	
60	0.005	2.013	
61	0.005	2.046	
62	0.005	2.079	
63	0.000	2.112	
64	-0.005	2.145	
65	-0.005	2.178	
66	-0.100	2.212	
67	-0.125	2.244	
68	-0.255	2.310	
69	-0.315	2.343	
70	-0.330	2.376	
71	-0.290	2.409	
72	-0.315	2.442	
73	-0.340	2.475	
74	-0.360	2.508	
75	-0.380	2.542	
76	-0.390	2.607	
77	-0.375	2.640	
78	-0.360	2.673	
79	-0.360	2.707	
80	-0.360	2.739	
81	-0.355	2.772	
82	-0.345	2.805	
83	-0.330	2.838	
84	-0.315	2.871	
85	-0.310	2.904	
86	-0.315	2.937	
87	-0.315	2.970	
88	-0.310	3.003	
89	-0.305	3.036	
90	-0.320	3.069	
91	-0.335	3.104	
92	-0.335	3.135	
93	-0.325	3.169	
94	-0.335	3.201	
95	-0.360	3.234	
96	-0.365	3.267	
97	-0.365	3.300	
98	-0.375	3.333	
99	-0.385	3.366	
100	-0.395	3.399	
101	-0.380	3.432	
102	-0.375	3.466	
103	-0.385	3.498	
104	-0.395	3.531	
105	-0.395	3.564	
106	-0.395	3.597	
107	-0.395	3.630	
108	-0.405	3.663	
109	-0.395	3.696	
110	-0.390	3.729	
111	-0.390	3.762	
112	-0.405	3.795	
113	-0.405	3.828	
114	-0.395	3.861	
115	-0.390	3.894	
116	-0.400	3.927	
117	-0.400	3.960	
118	-0.385	3.993	
119	-0.375	4.026	
120	-0.385	4.059	
121	-0.405	4.093	
122	-0.420	4.125	
123	-0.415	4.158	
124	-0.415	4.191	
125	-0.425	4.225	
126	-0.425	4.257	
127	-0.410	4.290	
128	-0.405	4.323	
129	-0.420	4.356	
130	-0.425	4.390	
131	-0.420	4.422	
132	-0.415	4.455	
133	-0.425	4.488	
134	-0.440	4.521	
135	-0.435	4.554	
136	-0.415	4.620	
137	-0.425	4.653	
138	-0.425	4.686	
139	-0.410	4.719	
140	-0.400	4.752	
141	-0.395	4.785	
142	-0.385	4.818	
143	-0.375	4.851	
144	-0.360	4.884	
145	-0.355	4.917	
146	-0.350	4.950	
147	-0.350	4.984	
148	-0.345	5.016	
149	-0.345	5.049	
150	-0.355	5.082	
151	-0.350	5.115	
152	-0.340	5.148	
153	-0.345	5.181	
154	-0.355	5.214	
155	-0.355	5.247	
156	-0.340	5.280	
157	-0.330	5.313	
158	-0.320	5.346	
159	-0.315	5.379	
160	-0.290	5.412	
161	-0.270	5.445	
162	-0.260	5.478	
163	-0.260	5.511	
164	-0.250	5.544	
165	-0.245	5.577	
166	-0.240	5.610	
167	-0.245	5.643	
168	-0.240	5.676	
169	-0.225	5.709	
170	-0.220	5.743	
171	-0.225	5.775	
172	-0.225	5.809	
173	-0.225	5.841	
174	-0.225	5.874	
175	-0.230	5.907	
176	-0.235	5.940	
177	-0.240	5.973	
178	-0.240	6.006	
179	-0.240	6.039	
180	-0.245	6.072	
181	-0.250	6.105	
182	-0.240	6.138	
183	-0.245	6.171	
184	-0.260	6.204	
185	-0.260	6.237	
186	-0.265	6.270	
187	-0.265	6.303	
188	-0.275	6.336	
189	-0.280	6.369	
190	-0.280	6.402	
191	-0.285	6.435	
192	-0.295	6.468	
193	-0.305	6.501	
194	-0.305	6.536	
195	-0.290	6.567	
196	-0.290	6.600	
197	-0.305	6.634	
198	-0.315	6.666	
199	-0.310	6.700	
200	-0.310	6.732	
201	-0.320	6.765	
202	-0.325	6.798	
203	-0.315	6.832	
204	-0.305	6.864	
205	-0.310	6.897	
206	-0.320	6.930	
207	-0.325	6.963	
208	-0.320	6.996	
209	-0.320	7.029	
210	-0.330	7.062	
211	-0.330	7.095	
212	-0.330	7.128	
213	-0.325	7.161	
214	-0.335	7.194	
215	-0.345	7.227	
216	-0.345	7.260	
217	-0.345	7.293	
218	-0.350	7.326	
219	-0.365	7.359	
220	-0.365	7.393	
221	-0.350	7.425	
222	-0.350	7.458	
223	-0.360	7.492	
224	-0.360	7.524	
225	-0.355	7.557	
226	-0.350	7.591	
227	-0.350	7.623	
228	-0.350	7.656	
229	-0.345	7.689	
230	-0.340	7.722	
231	-0.345	7.755	
232	-0.350	7.788	
233	-0.345	7.821	
234	-0.335	7.854	
235	-0.330	7.888	
236	-0.335	7.920	
237	-0.325	7.953	
238	-0.305	7.986	
239	-0.295	8.019	
240	-0.295	8.053	
241	-0.290	8.085	
242	-0.275	8.119	
243	-0.255	8.151	
244	-0.245	8.184	
245	-0.240	8.217	
246	-0.230	8.250	
247	-0.220	8.283	
248	-0.220	8.316	
249	-0.220	8.350	
250	-0.215	8.382	
251	-0.215	8.415	
252	-0.215	8.448	
253	-0.215	8.481	
254	-0.210	8.514	
255	-0.210	8.548	
256	-0.205	8.580	
257	-0.210	8.613	
258	-0.215	8.647	
259	-0.215	8.679	
260	-0.215	8.713	
261	-0.215	8.745	
262	-0.230	8.779	
263	-0.230	8.811	
264	-0.225	8.844	
265	-0.225	8.877	
266	-0.240	8.910	
267	-0.250	8.943	
268	-0.255	8.976	
269	-0.260	9.009	
270	-0.270	9.042	
271	-0.270	9.075	
272	-0.270	9.108	
273	-0.255	9.141	
274	-0.250	9.174	
275	-0.260	9.207	
276	-0.260	9.240	
277	-0.255	9.273	
278	-0.265	9.307	
279	-0.265	9.339	
280	-0.265	9.374	
281	-0.265	9.405	
282	-0.280	9.439	
283	-0.275	9.471	
284	-0.285	9.504	
285	-0.280	9.537	
286	-0.270	9.570	
287	-0.275	9.603	
288	-0.280	9.636	
289	-0.275	9.669	
290	-0.270	9.702	
291	-0.270	9.735	
292	-0.285	9.768	
293	-0.290	9.801	
294	-0.285	9.834	
295	-0.290	9.867	
296	-0.310	9.900	
297	-0.320	9.933	
298	-0.320	9.966	
299	-0.315	9.999	
300	-0.335	10.032	
301	-0.345	10.065	
302	-0.350	10.131	
303	-0.365	10.164	
304	-0.380	10.230	
305	-0.370	10.263	
306	-0.365	10.296	
307	-0.375	10.329	
308	-0.380	10.362	
309	-0.370	10.396	
310	-0.370	10.429	
311	-0.370	10.461	
312	-0.360	10.494	
313	-0.350	10.527	
314	-0.345	10.560	
315	-0.360	10.593	
316	-0.370	10.626	
317	-0.365	10.659	
318	-0.360	10.692	
319	-0.345	10.725	
320	-0.345	10.758	
321	-0.305	10.792	
322	-0.300	10.825	
323	-0.285	10.858	
324	-0.285	10.890	
325	-0.265	10.925	
326	-0.260	10.956	
327	-0.240	11.022	
328	-0.235	11.055	
329	-0.220	11.122	
330	-0.215	11.154	
331	-0.215	11.220	
332	-0.210	11.253	
333	-0.215	11.320	
334	-0.215	11.352	
335	-0.220	11.418	
336	-0.220	11.451	
337	-0.220	11.517	
338	-0.215	11.551	
339	-0.215	11.584	
340	-0.220	11.649	
341	-0.215	11.683	
342	-0.215	11.715	
343	-0.230	11.781	
344	-0.235	11.814	
345	-0.240	11.880	
346	-0.245	11.914	
347	-0.255	11.946	
348	-0.250	12.014	
349	-0.255	12.045	
350	-0.255	12.111	
351	-0.255	12.144	
352	-0.260	12.178	
353	-0.260	12.210	
354	-0.255	12.276	
355	-0.265	12.310	
356	-0.265	12.375	
357	-0.265	12.410	
358	-0.265	12.442	
359	-0.275	12.507	
360	-0.265	12.541	
361	-0.280	12.606	
362	-0.280	12.639	
363	-0.285	12.705	
364	-0.290	12.738	
365	-0.285	12.804	
366	-0.285	12.837	
367	-0.315	12.903	
368	-0.320	12.936	
369	-0.330	13.002	
370	-0.350	13.036	
371	-0.345	13.101	
372	-0.335	13.134	
373	-0.355	13.200	
374	-0.350	13.233	
375	-0.345	13.266	
376	-0.345	13.332	
377	-0.335	13.365	
378	-0.340	13.431	
379	-0.355	13.465	
380	-0.335	13.530	
381	-0.330	13.564	
382	-0.325	13.597	
383	-0.295	13.662	
384	-0.270	13.695	
385	-0.260	13.761	
386	-0.245	13.794	
