2/17/2022  11:55 AM
Units: Ncm
Readings: Continuous
X-Axis: Time

Reading	Load	Time	
1	0.000	0.000	
2	0.000	0.099	
3	0.000	0.133	
4	0.000	0.165	
5	0.000	0.199	
6	0.000	0.232	
7	0.000	0.264	
8	0.000	0.297	
9	0.000	0.330	
10	0.000	0.363	
11	0.000	0.396	
12	0.000	0.429	
13	0.000	0.462	
14	0.000	0.496	
15	0.000	0.528	
16	0.000	0.561	
17	0.000	0.594	
18	0.000	0.628	
19	0.000	0.660	
20	0.000	0.693	
21	0.000	0.726	
22	0.000	0.760	
23	0.000	0.825	
24	0.000	0.858	
25	0.000	0.924	
26	0.000	0.957	
27	0.000	0.990	
28	0.000	1.023	
29	0.000	1.056	
30	0.000	1.089	
31	0.000	1.122	
32	0.000	1.155	
33	0.000	1.190	
34	0.000	1.221	
35	0.000	1.254	
36	0.000	1.287	
37	0.000	1.321	
38	0.000	1.353	
39	0.000	1.386	
40	0.000	1.419	
41	0.000	1.453	
42	0.000	1.486	
43	0.000	1.518	
44	0.000	1.551	
45	0.000	1.585	
46	0.000	1.617	
47	0.000	1.651	
48	0.000	1.683	
49	0.000	1.716	
50	0.000	1.749	
51	0.000	1.782	
52	0.000	1.815	
53	0.000	1.848	
54	0.000	1.881	
55	0.000	1.914	
56	0.000	1.948	
57	0.000	1.981	
58	0.000	2.013	
59	0.000	2.046	
60	0.000	2.079	
61	0.000	2.112	
62	0.000	2.145	
63	0.000	2.178	
64	0.000	2.211	
65	0.000	2.244	
66	-0.005	2.277	
67	-0.005	2.310	
68	-0.010	2.343	
69	-0.010	2.376	
70	-0.030	2.409	
71	-0.035	2.442	
72	-0.095	2.508	
73	-0.115	2.541	
74	-0.145	2.607	
75	-0.155	2.641	
76	-0.170	2.706	
77	-0.170	2.739	
78	-0.180	2.772	
79	-0.190	2.805	
80	-0.200	2.838	
81	-0.220	2.871	
82	-0.220	2.905	
83	-0.230	2.937	
84	-0.240	2.970	
85	-0.250	3.004	
86	-0.250	3.036	
87	-0.250	3.102	
88	-0.250	3.136	
89	-0.250	3.168	
90	-0.235	3.202	
91	-0.230	3.234	
92	-0.225	3.267	
93	-0.225	3.300	
94	-0.220	3.333	
95	-0.215	3.366	
96	-0.215	3.399	
97	-0.215	3.432	
98	-0.210	3.465	
99	-0.210	3.498	
100	-0.205	3.531	
101	-0.205	3.564	
102	-0.195	3.597	
103	-0.195	3.631	
104	-0.190	3.664	
105	-0.195	3.696	
106	-0.205	3.729	
107	-0.215	3.762	
108	-0.220	3.795	
