2/17/2022  11:58 AM
Units: Ncm
Readings: Continuous
X-Axis: Time

Reading	Load	Time	
1	0.000	0.000	
2	0.000	0.098	
3	0.000	0.131	
4	0.000	0.165	
5	0.000	0.197	
6	0.000	0.230	
7	0.000	0.263	
8	0.000	0.296	
9	0.000	0.329	
10	0.000	0.363	
11	0.000	0.395	
12	0.000	0.428	
13	0.000	0.462	
14	0.000	0.494	
15	0.000	0.527	
16	0.000	0.561	
17	0.000	0.593	
18	0.000	0.626	
19	0.000	0.659	
20	0.000	0.692	
21	0.000	0.725	
22	0.000	0.758	
23	0.000	0.791	
24	0.000	0.825	
25	0.000	0.857	
26	0.000	0.891	
27	0.000	0.923	
28	0.000	0.956	
29	0.000	0.989	
30	0.000	1.022	
31	0.000	1.055	
32	0.000	1.088	
33	0.000	1.121	
34	0.000	1.155	
35	0.000	1.187	
36	0.000	1.221	
37	0.000	1.253	
38	0.000	1.286	
39	0.000	1.319	
40	0.000	1.352	
41	0.000	1.385	
42	0.000	1.418	
43	0.000	1.451	
44	0.000	1.484	
45	0.000	1.518	
46	0.000	1.550	
47	0.000	1.583	
48	0.000	1.616	
49	0.000	1.649	
50	0.000	1.682	
51	0.000	1.715	
52	0.000	1.748	
53	0.000	1.781	
54	0.000	1.814	
55	0.000	1.847	
56	0.000	1.880	
57	0.000	1.913	
58	0.000	1.946	
59	0.000	1.980	
60	0.000	2.013	
61	0.000	2.045	
62	0.000	2.078	
63	0.000	2.111	
64	0.000	2.145	
65	0.000	2.177	
66	0.000	2.211	
67	0.000	2.244	
68	0.000	2.277	
69	0.000	2.309	
70	0.000	2.343	
71	-0.005	2.375	
72	-0.005	2.409	
73	-0.030	2.474	
74	-0.055	2.508	
75	-0.100	2.573	
76	-0.120	2.606	
77	-0.150	2.672	
78	-0.155	2.705	
79	-0.165	2.738	
80	-0.175	2.771	
81	-0.185	2.804	
82	-0.205	2.870	
83	-0.210	2.904	
84	-0.220	2.936	
85	-0.220	2.969	
86	-0.215	3.002	
87	-0.210	3.035	
88	-0.210	3.068	
89	-0.215	3.101	
90	-0.220	3.134	
91	-0.225	3.167	
92	-0.215	3.200	
93	-0.200	3.266	
94	-0.195	3.300	
95	-0.190	3.332	
96	-0.190	3.365	
97	-0.185	3.398	
98	-0.185	3.431	
99	-0.185	3.464	
100	-0.185	3.497	
101	-0.185	3.530	
102	-0.180	3.563	
103	-0.175	3.596	
104	-0.175	3.629	
105	-0.175	3.662	
106	-0.170	3.695	
107	-0.170	3.729	
108	-0.175	3.761	
109	-0.180	3.794	
110	-0.185	3.828	
111	-0.195	3.860	
112	-0.205	3.893	
113	-0.215	3.926	
114	-0.225	3.959	
115	-0.245	3.992	
116	-0.250	4.025	
117	-0.240	4.091	
118	-0.240	4.124	
119	-0.240	4.190	
120	-0.235	4.223	
121	-0.240	4.256	
122	-0.240	4.289	
123	-0.240	4.322	
124	-0.240	4.355	
125	-0.240	4.388	
126	-0.240	4.421	
127	-0.235	4.454	
128	-0.235	4.487	
129	-0.235	4.520	
130	-0.230	4.553	
131	-0.225	4.586	
132	-0.220	4.620	
133	-0.215	4.652	
134	-0.210	4.685	
135	-0.205	4.718	
136	-0.200	4.751	
137	-0.200	4.784	
138	-0.195	4.817	
139	-0.180	4.850	
140	-0.165	4.883	
141	-0.150	4.916	
142	-0.135	4.949	
143	-0.130	4.982	
144	-0.125	5.015	
145	-0.130	5.048	
146	-0.140	5.081	
147	-0.155	5.115	
148	-0.165	5.147	
149	-0.175	5.180	
150	-0.185	5.213	
151	-0.200	5.246	
152	-0.200	5.280	
153	-0.200	5.312	
154	-0.195	5.345	
155	-0.190	5.378	
156	-0.190	5.411	
157	-0.190	5.445	
158	-0.195	5.478	
159	-0.200	5.511	
160	-0.200	5.543	
161	-0.200	5.577	
162	-0.200	5.610	
163	-0.195	5.642	
164	-0.195	5.675	
165	-0.190	5.708	
166	-0.195	5.742	
167	-0.200	5.774	
168	-0.205	5.807	
169	-0.215	5.840	
170	-0.210	5.873	
171	-0.210	5.906	
172	-0.215	5.939	
173	-0.220	5.972	
174	-0.225	6.005	
175	-0.225	6.038	
176	-0.225	6.071	
177	-0.220	6.104	
178	-0.215	6.137	
179	-0.205	6.170	
180	-0.190	6.203	
