2/17/2022  11:48 AM
Units: Ncm
Readings: Continuous
X-Axis: Time

Reading	Load	Time	
1	0.005	0.000	
2	0.005	0.098	
3	0.005	0.131	
4	0.005	0.164	
5	0.005	0.197	
6	0.005	0.231	
7	0.005	0.264	
8	0.005	0.296	
9	0.005	0.330	
10	0.005	0.362	
11	0.000	0.395	
12	0.000	0.429	
13	0.000	0.462	
14	0.005	0.495	
15	0.005	0.561	
16	0.005	0.593	
17	0.005	0.626	
18	0.005	0.659	
19	0.005	0.692	
20	0.005	0.725	
21	0.005	0.758	
22	0.005	0.791	
23	0.005	0.824	
24	0.005	0.858	
25	0.000	0.890	
26	0.000	0.923	
27	0.000	0.956	
28	0.005	0.990	
29	0.005	1.022	
30	0.000	1.055	
31	0.005	1.089	
32	0.005	1.121	
33	0.000	1.154	
34	0.000	1.187	
35	0.000	1.220	
36	0.000	1.253	
37	0.005	1.286	
38	0.005	1.319	
39	0.005	1.352	
40	0.005	1.385	
41	0.005	1.418	
42	0.005	1.451	
43	0.000	1.485	
44	0.005	1.517	
45	0.005	1.550	
46	0.000	1.583	
47	0.000	1.616	
48	0.005	1.649	
49	0.005	1.682	
50	0.005	1.715	
51	0.005	1.748	
52	0.005	1.781	
53	0.005	1.814	
54	0.005	1.847	
55	0.005	1.880	
56	0.005	1.913	
57	0.000	1.947	
58	0.005	1.979	
59	0.005	2.012	
60	0.000	2.045	
61	0.000	2.078	
62	0.000	2.111	
63	0.000	2.144	
64	0.000	2.177	
65	0.000	2.210	
66	0.000	2.243	
67	0.000	2.276	
68	0.000	2.309	
69	-0.005	2.342	
70	-0.020	2.375	
71	-0.050	2.441	
72	-0.055	2.474	
73	-0.055	2.541	
74	-0.060	2.573	
75	-0.065	2.606	
76	-0.075	2.639	
77	-0.100	2.705	
78	-0.110	2.738	
79	-0.135	2.805	
80	-0.145	2.837	
81	-0.180	2.903	
82	-0.175	2.936	
83	-0.175	2.969	
84	-0.180	3.002	
85	-0.190	3.035	
86	-0.195	3.068	
87	-0.195	3.101	
88	-0.195	3.135	
89	-0.195	3.167	
90	-0.185	3.200	
91	-0.195	3.234	
92	-0.200	3.266	
93	-0.185	3.333	
94	-0.170	3.365	
95	-0.160	3.399	
96	-0.165	3.431	
97	-0.175	3.464	
98	-0.170	3.497	
99	-0.165	3.530	
100	-0.165	3.563	
101	-0.165	3.596	
102	-0.170	3.629	
103	-0.170	3.662	
104	-0.170	3.695	
105	-0.185	3.728	
106	-0.200	3.761	
107	-0.200	3.794	
108	-0.200	3.827	
109	-0.210	3.860	
110	-0.210	3.893	
111	-0.215	3.926	
112	-0.235	3.959	
113	-0.160	3.992	
114	-0.220	4.025	
115	-0.210	4.058	
116	-0.190	4.091	
117	-0.185	4.124	
118	-0.185	4.157	
119	-0.180	4.190	
120	-0.180	4.223	
121	-0.190	4.256	
122	-0.205	4.289	
123	-0.215	4.322	
124	-0.335	4.355	
125	-0.275	4.388	
126	-0.275	4.421	
127	-0.270	4.455	
128	-0.265	4.487	
129	-0.255	4.520	
130	-0.230	4.553	
131	-0.200	4.586	
132	-0.185	4.619	
133	-0.175	4.652	
134	-0.160	4.685	
135	-0.145	4.718	
136	-0.145	4.751	
137	-0.140	4.784	
138	-0.135	4.817	
139	-0.130	4.850	
140	-0.130	4.883	
141	-0.125	4.916	
142	-0.120	4.950	
143	-0.120	4.982	
144	-0.120	5.015	
145	-0.120	5.049	
146	-0.115	5.081	
147	-0.115	5.114	
148	-0.115	5.147	
149	-0.120	5.181	
150	-0.120	5.213	
151	-0.130	5.246	
152	-0.140	5.279	
153	-0.150	5.314	
154	-0.155	5.345	
155	-0.165	5.379	
156	-0.170	5.411	
157	-0.175	5.444	
158	-0.180	5.477	
159	-0.180	5.510	
160	-0.180	5.543	
161	-0.185	5.576	
162	-0.185	5.609	
163	-0.185	5.642	
164	-0.185	5.675	
165	-0.175	5.709	
166	-0.165	5.741	
167	-0.170	5.774	
168	-0.170	5.807	
169	-0.160	5.840	
170	-0.150	5.873	
171	-0.140	5.906	
172	-0.135	5.939	
173	-0.125	5.972	
174	-0.120	6.005	
175	-0.115	6.038	
176	-0.130	6.071	
177	-0.130	6.104	
178	-0.130	6.137	
179	-0.135	6.170	
180	-0.130	6.203	
181	-0.135	6.236	
182	-0.135	6.269	
183	-0.135	6.302	
184	-0.140	6.335	
185	-0.140	6.368	
186	-0.140	6.401	
187	-0.135	6.434	
188	-0.140	6.467	
189	-0.135	6.501	
190	-0.145	6.533	
191	-0.150	6.566	
192	-0.150	6.599	
193	-0.145	6.632	
194	-0.150	6.665	
195	-0.160	6.699	
196	-0.160	6.731	
197	-0.165	6.765	
198	-0.165	6.797	
199	-0.165	6.830	
200	-0.165	6.863	
201	-0.165	6.896	
202	-0.165	6.929	
203	-0.170	6.962	
204	-0.170	6.995	
205	-0.170	7.028	
206	-0.170	7.062	
207	-0.170	7.094	
208	-0.155	7.127	
209	-0.145	7.160	
210	-0.140	7.194	
211	-0.135	7.226	
212	-0.130	7.259	
