3/3/2022  2:02 PM
Units: Ncm
Readings: Continuous
X-Axis: Time

Reading	Load	Time	
1	-0.005	0.000	
2	-0.005	0.100	
3	-0.005	0.133	
4	-0.005	0.165	
5	-0.005	0.199	
6	-0.005	0.231	
7	-0.005	0.264	
8	-0.005	0.297	
9	-0.005	0.330	
10	-0.005	0.363	
11	-0.005	0.396	
12	-0.005	0.429	
13	-0.005	0.462	
14	-0.005	0.496	
15	-0.005	0.528	
16	-0.005	0.561	
17	-0.005	0.594	
18	-0.005	0.627	
19	-0.005	0.660	
20	-0.005	0.694	
21	-0.005	0.726	
22	-0.005	0.759	
23	-0.005	0.825	
24	-0.005	0.858	
25	-0.005	0.891	
26	-0.005	0.924	
27	-0.005	0.957	
28	-0.005	0.990	
29	-0.005	1.023	
30	-0.005	1.056	
31	-0.005	1.089	
32	-0.005	1.122	
33	-0.005	1.155	
34	-0.005	1.189	
35	-0.005	1.221	
36	-0.005	1.254	
37	-0.005	1.287	
38	-0.005	1.321	
39	-0.005	1.353	
40	-0.005	1.386	
41	-0.005	1.420	
42	-0.005	1.452	
43	-0.005	1.485	
44	-0.005	1.518	
45	-0.005	1.551	
46	-0.010	1.584	
47	-0.005	1.617	
48	-0.005	1.651	
49	-0.005	1.683	
50	-0.005	1.716	
51	-0.010	1.749	
52	-0.010	1.782	
53	-0.010	1.815	
54	-0.010	1.848	
55	-0.005	1.881	
56	-0.010	1.914	
57	-0.010	1.947	
58	-0.010	1.980	
59	-0.010	2.013	
60	-0.010	2.046	
61	-0.010	2.079	
62	-0.005	2.112	
63	-0.005	2.145	
64	-0.005	2.178	
65	-0.010	2.211	
66	-0.010	2.244	
67	-0.010	2.277	
68	-0.010	2.310	
69	-0.010	2.343	
70	-0.010	2.376	
71	-0.010	2.409	
72	-0.005	2.442	
73	-0.005	2.475	
74	-0.005	2.508	
75	-0.005	2.541	
76	0.000	2.574	
77	-0.010	2.607	
78	-0.045	2.674	
79	-0.065	2.706	
80	-0.090	2.739	
81	-0.115	2.772	
82	-0.125	2.839	
83	-0.105	2.871	
84	-0.065	2.937	
85	-0.060	2.970	
86	-0.060	3.003	
87	-0.055	3.036	
88	-0.045	3.070	
89	-0.045	3.102	
90	-0.045	3.135	
91	-0.045	3.168	
92	-0.045	3.201	
93	-0.060	3.235	
94	-0.060	3.267	
95	-0.075	3.300	
96	-0.090	3.333	
97	-0.095	3.366	
98	-0.100	3.399	
99	-0.105	3.432	
100	-0.110	3.465	
101	-0.120	3.498	
102	-0.125	3.531	
103	-0.135	3.564	
104	-0.145	3.597	
105	-0.145	3.663	
106	-0.150	3.696	
107	-0.155	3.729	
