2/17/2022  11:34 AM
Units: Ncm
Readings: Continuous
X-Axis: Time

Reading	Load	Time	
1	0.010	0.000	
2	0.010	0.099	
3	0.010	0.132	
4	0.010	0.165	
5	0.010	0.198	
6	0.010	0.231	
7	0.010	0.264	
8	0.010	0.298	
9	0.010	0.330	
10	0.010	0.363	
11	0.010	0.396	
12	0.010	0.429	
13	0.010	0.462	
14	0.010	0.495	
15	0.010	0.528	
16	0.010	0.562	
17	0.010	0.627	
18	0.010	0.660	
19	0.010	0.726	
20	0.010	0.759	
21	0.010	0.792	
22	0.010	0.825	
23	0.010	0.859	
24	0.010	0.891	
25	0.010	0.924	
26	0.010	0.957	
27	0.010	0.991	
28	0.010	1.023	
29	0.010	1.056	
30	0.005	1.089	
31	0.010	1.122	
32	0.010	1.155	
33	0.010	1.188	
34	0.010	1.221	
35	0.010	1.254	
36	0.010	1.287	
37	0.010	1.320	
38	0.010	1.353	
39	0.010	1.386	
40	0.010	1.419	
41	0.010	1.452	
42	0.010	1.486	
43	0.010	1.518	
44	0.010	1.551	
45	0.010	1.584	
46	0.010	1.618	
47	0.010	1.650	
48	0.010	1.683	
49	0.010	1.716	
50	0.010	1.749	
51	0.010	1.782	
52	0.010	1.816	
53	0.010	1.848	
54	0.010	1.881	
55	0.010	1.914	
56	0.010	1.947	
57	0.010	1.980	
58	0.010	2.014	
59	0.010	2.046	
60	0.010	2.080	
61	0.005	2.112	
62	0.015	2.146	
63	0.015	2.178	
64	0.010	2.211	
65	0.010	2.244	
66	0.000	2.277	
67	-0.010	2.310	
68	-0.030	2.343	
69	-0.080	2.409	
70	-0.100	2.442	
71	-0.160	2.509	
72	-0.185	2.541	
73	-0.200	2.607	
74	-0.200	2.640	
75	-0.200	2.673	
76	-0.200	2.707	
77	-0.205	2.739	
78	-0.205	2.772	
79	-0.200	2.805	
80	-0.195	2.838	
81	-0.195	2.871	
82	-0.200	2.904	
83	-0.200	2.937	
84	-0.195	2.970	
85	-0.190	3.003	
86	-0.180	3.036	
87	-0.180	3.069	
88	-0.180	3.102	
89	-0.180	3.136	
90	-0.175	3.168	
91	-0.170	3.201	
92	-0.170	3.234	
93	-0.185	3.267	
94	-0.195	3.301	
95	-0.200	3.333	
96	-0.205	3.366	
97	-0.235	3.399	
98	-0.235	3.432	
99	-0.225	3.498	
100	-0.230	3.531	
101	-0.230	3.564	
102	-0.235	3.597	
103	-0.230	3.630	
104	-0.240	3.663	
105	-0.235	3.696	
106	-0.230	3.729	
107	-0.225	3.762	
108	-0.230	3.795	
109	-0.215	3.828	
110	-0.210	3.861	
111	-0.205	3.895	
112	-0.190	3.927	
113	-0.185	3.960	
114	-0.175	3.993	
115	-0.170	4.026	
116	-0.160	4.059	
117	-0.150	4.092	
118	-0.145	4.125	
119	-0.140	4.158	
120	-0.140	4.192	
121	-0.145	4.224	
122	-0.145	4.257	
123	-0.150	4.290	
124	-0.155	4.323	
125	-0.160	4.357	
126	-0.155	4.389	
127	-0.150	4.423	
128	-0.140	4.455	
129	-0.145	4.488	
130	-0.150	4.521	
131	-0.145	4.555	
132	-0.145	4.587	
133	-0.160	4.620	
134	-0.170	4.653	
135	-0.170	4.687	
136	-0.170	4.719	
137	-0.165	4.753	
138	-0.165	4.786	
139	-0.160	4.818	
140	-0.145	4.851	
141	-0.130	4.884	
142	-0.120	4.917	
143	-0.110	4.950	
144	-0.100	4.983	
145	-0.090	5.016	
146	-0.090	5.049	
147	-0.105	5.082	
148	-0.120	5.116	
149	-0.125	5.148	
150	-0.125	5.181	
151	-0.130	5.215	
152	-0.140	5.247	
153	-0.145	5.280	
154	-0.145	5.314	
155	-0.145	5.346	
156	-0.145	5.379	
157	-0.145	5.413	
158	-0.145	5.445	
159	-0.145	5.478	
160	-0.145	5.511	
161	-0.145	5.544	
162	-0.145	5.577	
163	-0.145	5.611	
164	-0.140	5.643	
165	-0.140	5.677	
166	-0.140	5.709	
167	-0.145	5.742	
168	-0.145	5.775	
169	-0.145	5.808	
170	-0.145	5.841	
171	-0.145	5.874	
172	-0.155	5.908	
173	-0.160	5.940	
174	-0.160	5.974	
175	-0.165	6.006	
176	-0.175	6.039	
177	-0.175	6.073	
178	-0.175	6.106	
179	-0.170	6.138	
180	-0.170	6.171	
181	-0.180	6.204	
182	-0.180	6.237	
183	-0.180	6.271	
184	-0.180	6.303	
185	-0.185	6.336	
186	-0.190	6.369	
187	-0.200	6.402	
188	-0.205	6.435	
189	-0.205	6.468	
190	-0.215	6.501	
191	-0.220	6.534	
192	-0.225	6.568	
193	-0.215	6.600	
194	-0.210	6.633	
195	-0.200	6.666	
196	-0.190	6.699	
197	-0.185	6.732	
198	-0.175	6.765	
199	-0.170	6.798	
200	-0.170	6.831	
201	-0.160	6.864	
202	-0.160	6.898	
203	-0.160	6.930	
204	-0.155	6.964	
205	-0.150	6.996	
206	-0.145	7.030	
207	-0.145	7.063	
208	-0.145	7.095	
209	-0.145	7.128	
210	-0.145	7.161	
211	-0.145	7.194	
212	-0.150	7.227	
213	-0.150	7.260	
214	-0.150	7.293	
215	-0.145	7.326	
216	-0.140	7.360	
217	-0.140	7.392	
218	-0.145	7.425	
219	-0.145	7.459	
220	-0.140	7.492	
221	-0.135	7.524	
222	-0.135	7.558	
223	-0.130	7.590	
224	-0.125	7.623	
225	-0.115	7.657	
226	-0.110	7.689	
227	-0.110	7.722	
228	-0.105	7.755	
229	-0.100	7.788	
230	-0.095	7.821	
231	-0.090	7.854	
232	-0.090	7.887	
233	-0.085	7.920	
234	-0.095	7.954	
235	-0.105	7.986	
236	-0.110	8.019	
237	-0.115	8.052	
238	-0.125	8.085	
239	-0.125	8.118	
240	-0.130	8.152	
241	-0.130	8.185	
242	-0.130	8.217	
243	-0.130	8.250	
244	-0.130	8.284	
245	-0.125	8.316	
246	-0.130	8.349	
247	-0.130	8.383	
248	-0.130	8.418	
249	-0.130	8.448	
250	-0.125	8.515	
251	-0.120	8.547	
252	-0.130	8.613	
253	-0.130	8.646	
254	-0.130	8.679	
255	-0.135	8.712	
256	-0.140	8.745	
257	-0.145	8.779	
258	-0.150	8.811	
259	-0.150	8.845	
260	-0.150	8.877	
261	-0.155	8.910	
262	-0.155	8.943	
263	-0.155	8.977	
264	-0.150	9.009	
265	-0.160	9.042	
266	-0.155	9.076	
267	-0.155	9.108	
268	-0.150	9.141	
269	-0.150	9.174	
270	-0.155	9.207	
271	-0.165	9.240	
