2/17/2022  11:26 AM
Units: Ncm
Readings: Continuous
X-Axis: Time

Reading	Load	Time	
1	0.005	0.000	
2	0.005	0.132	
3	0.005	0.165	
4	0.005	0.198	
5	0.005	0.231	
6	0.005	0.265	
7	0.005	0.297	
8	0.005	0.331	
9	0.005	0.363	
10	0.005	0.396	
11	0.005	0.429	
12	0.005	0.462	
13	0.005	0.495	
14	0.005	0.528	
15	0.005	0.561	
16	0.005	0.594	
17	0.005	0.628	
18	0.005	0.660	
19	0.005	0.693	
20	0.005	0.726	
21	0.005	0.759	
22	0.005	0.792	
23	0.005	0.826	
24	0.005	0.858	
25	0.005	0.892	
26	0.005	0.957	
27	0.005	0.990	
28	0.005	1.023	
29	0.005	1.057	
30	0.005	1.089	
31	0.005	1.122	
32	0.005	1.155	
33	0.005	1.188	
34	0.005	1.221	
35	0.005	1.254	
36	0.005	1.288	
37	0.005	1.320	
38	0.005	1.353	
39	0.005	1.387	
40	0.005	1.419	
41	0.005	1.452	
42	0.005	1.485	
43	0.005	1.519	
44	0.005	1.551	
45	0.005	1.584	
46	0.005	1.618	
47	0.005	1.650	
48	0.005	1.683	
49	0.005	1.716	
50	0.005	1.749	
51	0.005	1.782	
52	0.005	1.815	
53	0.005	1.848	
54	0.005	1.881	
55	0.005	1.914	
56	0.005	1.947	
57	0.005	1.980	
58	0.005	2.014	
59	0.005	2.046	
60	0.005	2.079	
61	0.005	2.112	
62	0.005	2.145	
63	0.005	2.179	
64	0.005	2.211	
65	0.005	2.244	
66	0.005	2.277	
67	0.005	2.310	
68	0.000	2.343	
69	0.000	2.377	
70	0.000	2.409	
71	-0.005	2.442	
72	-0.015	2.476	
73	-0.020	2.509	
74	-0.020	2.542	
75	-0.040	2.575	
76	-0.045	2.607	
77	-0.070	2.674	
78	-0.080	2.706	
79	-0.100	2.739	
80	-0.110	2.772	
81	-0.120	2.807	
82	-0.125	2.838	
83	-0.135	2.904	
84	-0.145	2.938	
85	-0.160	3.003	
86	-0.160	3.036	
87	-0.155	3.070	
88	-0.155	3.102	
89	-0.150	3.136	
90	-0.145	3.168	
91	-0.140	3.201	
92	-0.135	3.234	
93	-0.140	3.268	
94	-0.145	3.301	
95	-0.150	3.333	
96	-0.155	3.366	
97	-0.170	3.399	
98	-0.175	3.433	
99	-0.190	3.499	
100	-0.190	3.532	
101	-0.210	3.598	
102	-0.210	3.630	
103	-0.205	3.663	
104	-0.205	3.696	
105	-0.210	3.729	
106	-0.215	3.762	
107	-0.220	3.795	
108	-0.220	3.829	
109	-0.225	3.861	
110	-0.225	3.894	
111	-0.205	3.928	
112	-0.205	3.960	
113	-0.215	4.026	
114	-0.210	4.059	
115	-0.205	4.092	
116	-0.205	4.125	
117	-0.200	4.158	
118	-0.195	4.191	
119	-0.190	4.225	
120	-0.185	4.257	
121	-0.185	4.291	
122	-0.180	4.323	
123	-0.175	4.356	
124	-0.175	4.389	
125	-0.175	4.422	
126	-0.170	4.456	
127	-0.165	4.488	
128	-0.165	4.522	
129	-0.165	4.554	
130	-0.165	4.588	
131	-0.160	4.620	
132	-0.160	4.653	
133	-0.155	4.687	
134	-0.150	4.719	
135	-0.145	4.752	
136	-0.140	4.785	
137	-0.135	4.819	
138	-0.125	4.851	
139	-0.125	4.884	
140	-0.125	4.917	
141	-0.125	4.950	
142	-0.130	4.984	
143	-0.140	5.016	
144	-0.140	5.049	
145	-0.135	5.082	
146	-0.130	5.115	
147	-0.125	5.148	
148	-0.130	5.181	
149	-0.130	5.214	
150	-0.125	5.248	
151	-0.130	5.280	
152	-0.130	5.313	
153	-0.130	5.346	
154	-0.145	5.379	
155	-0.140	5.412	
156	-0.130	5.446	
157	-0.130	5.478	
158	-0.125	5.511	
159	-0.125	5.544	
160	-0.115	5.577	
161	-0.110	5.610	
162	-0.115	5.643	
163	-0.110	5.677	
164	-0.110	5.710	
165	-0.115	5.742	
166	-0.120	5.775	
167	-0.125	5.808	
168	-0.130	5.841	
169	-0.130	5.874	
170	-0.125	5.907	
171	-0.125	5.941	
172	-0.125	5.973	
173	-0.120	6.007	
174	-0.120	6.039	
175	-0.115	6.072	
176	-0.120	6.105	
177	-0.120	6.138	
178	-0.125	6.171	
179	-0.130	6.204	
180	-0.130	6.237	
181	-0.150	6.270	
182	-0.155	6.303	
183	-0.160	6.336	
184	-0.165	6.370	
185	-0.175	6.402	
186	-0.185	6.435	
187	-0.185	6.468	
188	-0.190	6.501	
189	-0.190	6.535	
190	-0.195	6.567	
191	-0.205	6.601	
192	-0.205	6.634	
193	-0.205	6.666	
194	-0.220	6.699	
195	-0.215	6.732	
196	-0.205	6.765	
197	-0.195	6.798	
198	-0.200	6.831	
199	-0.205	6.865	
200	-0.210	6.897	
201	-0.210	6.930	
202	-0.205	6.963	
203	-0.200	6.996	
204	-0.190	7.029	
205	-0.180	7.062	
206	-0.175	7.097	
207	-0.175	7.128	
208	-0.175	7.161	
209	-0.175	7.194	
210	-0.170	7.227	
211	-0.175	7.260	
212	-0.175	7.293	
213	-0.165	7.326	
214	-0.155	7.359	
215	-0.155	7.392	
216	-0.155	7.425	
217	-0.155	7.458	
218	-0.155	7.491	
219	-0.155	7.524	
220	-0.150	7.558	
221	-0.145	7.590	
222	-0.140	7.624	
223	-0.140	7.656	
224	-0.130	7.689	
225	-0.120	7.722	
226	-0.120	7.755	
227	-0.120	7.788	
228	-0.115	7.821	
229	-0.115	7.854	
230	-0.110	7.887	
231	-0.105	7.920	
232	-0.105	7.953	
233	-0.105	7.987	
234	-0.105	8.019	
235	-0.095	8.052	
236	-0.100	8.086	
237	-0.105	8.118	
238	-0.105	8.151	
239	-0.100	8.184	
240	-0.100	8.217	
241	-0.100	8.250	
242	-0.100	8.283	
243	-0.095	8.316	
244	-0.095	8.349	
245	-0.095	8.382	
246	-0.100	8.415	
247	-0.100	8.448	
248	-0.100	8.481	
249	-0.095	8.515	
250	-0.095	8.547	
251	-0.100	8.581	
252	-0.100	8.613	
253	-0.095	8.646	
254	-0.095	8.679	
255	-0.100	8.712	
256	-0.105	8.745	
257	-0.100	8.779	
258	-0.100	8.811	
259	-0.095	8.845	
260	-0.095	8.877	
261	-0.100	8.910	
262	-0.100	8.943	
263	-0.100	8.976	
264	-0.110	9.010	
265	-0.120	9.043	
266	-0.135	9.077	
267	-0.135	9.108	
268	-0.145	9.141	
269	-0.160	9.207	
270	-0.165	9.240	
271	-0.170	9.273	
272	-0.180	9.306	
273	-0.180	9.339	
274	-0.180	9.372	
275	-0.195	9.405	
276	-0.195	9.438	
277	-0.205	9.471	
278	-0.195	9.505	
279	-0.205	9.537	
280	-0.195	9.572	
281	-0.195	9.603	
282	-0.190	9.638	
283	-0.190	9.669	
284	-0.195	9.702	
285	-0.200	9.735	
286	-0.200	9.768	
287	-0.200	9.802	
288	-0.200	9.834	
289	-0.180	9.867	
290	-0.170	9.900	
291	-0.165	9.933	
292	-0.170	9.968	
293	-0.180	10.001	
294	-0.180	10.032	
295	-0.180	10.098	
296	-0.180	10.132	
297	-0.175	10.197	
298	-0.170	10.230	
299	-0.150	10.263	
300	-0.145	10.296	
301	-0.135	10.329	
302	-0.135	10.362	
303	-0.130	10.395	
304	-0.130	10.428	
305	-0.130	10.462	
306	-0.130	10.494	
307	-0.125	10.527	
308	-0.120	10.560	
309	-0.120	10.594	
310	-0.115	10.626	
311	-0.110	10.659	
312	-0.105	10.692	
313	-0.110	10.725	
314	-0.105	10.758	
315	-0.105	10.792	
316	-0.110	10.824	
317	-0.105	10.857	
318	-0.105	10.890	
319	-0.105	10.923	
320	-0.100	10.956	
321	-0.100	10.989	
322	-0.095	11.022	
323	-0.095	11.055	
324	-0.090	11.121	
325	-0.090	11.155	
326	-0.090	11.221	
327	-0.090	11.253	
328	-0.095	11.286	
329	-0.095	11.321	
330	-0.100	11.352	
331	-0.105	11.418	
332	-0.105	11.452	
333	-0.105	11.517	
334	-0.100	11.550	
335	-0.100	11.583	
336	-0.105	11.616	
337	-0.100	11.649	
338	-0.100	11.683	
339	-0.095	11.715	
340	-0.090	11.781	
341	-0.095	11.815	
342	-0.110	11.881	
343	-0.115	11.913	
344	-0.145	11.979	
345	-0.150	12.013	
346	-0.155	12.045	
347	-0.175	12.111	
348	-0.180	12.144	
349	-0.185	12.210	
350	-0.190	12.243	
351	-0.200	12.276	
352	-0.190	12.342	
353	-0.195	12.375	
354	-0.175	12.441	
355	-0.170	12.474	
356	-0.170	12.509	
357	-0.170	12.540	
358	-0.170	12.606	
359	-0.165	12.640	
360	-0.155	12.673	
361	-0.140	12.738	
362	-0.140	12.771	
363	-0.140	12.837	
364	-0.150	12.870	
365	-0.160	12.903	
366	-0.165	12.936	
367	-0.180	13.002	
368	-0.190	13.036	
369	-0.185	13.102	
370	-0.180	13.134	
371	-0.170	13.200	
372	-0.165	13.233	
373	-0.145	13.299	
374	-0.140	13.332	
375	-0.125	13.398	
376	-0.115	13.431	
377	-0.110	13.497	
378	-0.115	13.530	
379	-0.115	13.596	
380	-0.115	13.630	
381	-0.115	13.662	
382	-0.115	13.728	
383	-0.110	13.761	
384	-0.115	13.828	
385	-0.110	13.860	
386	-0.115	13.927	
387	-0.120	13.959	
388	-0.115	14.025	
389	-0.110	14.058	
390	-0.110	14.124	
391	-0.110	14.157	
392	-0.110	14.223	
393	-0.110	14.257	
394	-0.110	14.290	
395	-0.110	14.355	
396	-0.105	14.388	
397	-0.105	14.454	
398	-0.105	14.487	
399	-0.100	14.553	
400	-0.100	14.586	
401	-0.095	14.652	
402	-0.095	14.685	
403	-0.110	14.752	
404	-0.115	14.784	
405	-0.135	14.850	
406	-0.145	14.884	
407	-0.150	14.916	
408	-0.165	14.983	
409	-0.170	15.016	
410	-0.180	15.081	
411	-0.180	15.114	
412	-0.180	15.181	
413	-0.185	15.213	
414	-0.185	15.280	
415	-0.170	15.312	
416	-0.170	15.378	
417	-0.175	15.411	
418	-0.170	15.477	
419	-0.170	15.510	
420	-0.160	15.576	
421	-0.155	15.609	
422	-0.165	15.675	
423	-0.165	15.708	
424	-0.175	15.774	
425	-0.180	15.807	
426	-0.185	15.873	
427	-0.180	15.906	
428	-0.165	15.972	
429	-0.165	16.005	
430	-0.155	16.071	
431	-0.155	16.104	
432	-0.140	16.170	
433	-0.135	16.203	
434	-0.140	16.269	
435	-0.125	16.302	
436	-0.120	16.368	
437	-0.115	16.401	
438	-0.115	16.467	
439	-0.115	16.500	
440	-0.105	16.567	
441	-0.100	16.599	
442	-0.100	16.665	
443	-0.100	16.698	
444	-0.105	16.764	
445	-0.105	16.797	
446	-0.110	16.863	
447	-0.110	16.897	
448	-0.115	16.962	
449	-0.115	16.996	
450	-0.110	17.062	
451	-0.110	17.094	
452	-0.105	17.161	
453	-0.105	17.193	
454	-0.105	17.259	
455	-0.100	17.293	
456	-0.100	17.358	
457	-0.100	17.391	
458	-0.090	17.458	
459	-0.090	17.490	
460	-0.100	17.556	
461	-0.095	17.589	
462	-0.115	17.655	
463	-0.125	17.688	
464	-0.150	17.754	
465	-0.155	17.787	
466	-0.170	17.853	
467	-0.165	17.886	
468	-0.175	17.952	
469	-0.180	17.986	
470	-0.180	18.051	
471	-0.185	18.084	
472	-0.170	18.150	
473	-0.165	18.183	
474	-0.170	18.249	
475	-0.170	18.282	
476	-0.160	18.348	
477	-0.155	18.381	
478	-0.140	18.447	
479	-0.135	18.481	
480	-0.150	18.547	
481	-0.160	18.579	
482	-0.170	18.645	
483	-0.175	18.678	
484	-0.175	18.744	
485	-0.175	18.778	
486	-0.160	18.843	
487	-0.155	18.876	
488	-0.145	18.942	
489	-0.140	18.976	
